type,title,director,cast,country,release_year,rating,genre,platform,imdb_rating,id,image_url,description
Movie,Rebirth,karl mueller,"fran kranz,adam goldberg,nicky whelan,luis gerardo méndez,harry hamlin,pat healy,kat foster,andrew j west,eric ladin,steve agee",United States,2016,TV-MA,"drama,thriller",netflix,1.0,8312541343344548748,https://image.tmdb.org/t/p/w500/cNm3lTw9Hyj2g8BJ54bZGaezU5d.jpg,"Long-lost buddy Zack gets suburban dad Kyle on a bus to a Rebirth seminar, sending him down a rabbit hole of psychodrama, seduction and violence."
Movie,Tony Robbins: I Am Not Your Guru,joe berlinger,tony robbins,United States,2016,TV-MA,documentaries,netflix,1.0,6208505709064523630,https://image.tmdb.org/t/p/w500/7C25p2KjyKXbqZMAjZvQQIsNPnL.jpg,Tony Robbins' clients swear by his unorthodox life coaching methods. A revealing film goes behind the curtain at his annual mega-event.
Movie,Jim Jefferies: Freedumb,ryan polito,jim jefferies,United States,2016,TV-MA,comedy,netflix,1.0,14941484133341094379,https://image.tmdb.org/t/p/w500/pveFZQKiUomWAxXu65zGSwiKoKD.jpg,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee."
TV Show,Marco Polo,unknown,"lorenzo richelmy,benedict wong,chin han,joan chen,michelle yeoh,rick yune,claudia kim,remy hii,zhu zhu,tom wu,mahesh jadu,olivia cheng,uli latukefu,pierfrancesco favino,jacqueline chan,leonard wu,gabriel byrne",United States,2016,TV-MA,"action adventure,drama",netflix,1.0,2604115186009753371,https://image.tmdb.org/t/p/w500/s2xVlDLHK9xmMREnGl9oLs3GYcI.jpg,"Set in a world of greed, betrayal, sexual intrigue and rivalry, “Marco Polo” is based on the famed explorer’s adventures in Kublai Khan’s court."
Movie,X: Past Is Present,"hemant gaba,pratim d gupta,sudhish kamath,nalan kumarasamy,anu menon,sandeep mohan,qaushiq mukherjee,rajshree ojha,raja sen,abhinav shiv tiwari,suparn verma","anshuman jha,rajat kapoor,pooja ruparel,piaa bajpai,huma qureshi,usha uthup,radhika apte,swara bhaskar",India,2015,TV-MA,"drama,independent,international",netflix,1.0,17321732120801822089,https://image.tmdb.org/t/p/w500/cJXEhJBO81fBaisJt3qsw4RaDZG.jpg,"When a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships."
Movie,The Fundamentals of Caring,rob burnett,"paul rudd,craig roberts,selena gomez,jennifer ehle,megan ferguson,frederick weller,bobby cannavale",United States,2016,TV-MA,"comedy,drama,independent",netflix,1.0,15681350080210124791,https://m.media-amazon.com/images/M/MV5BMTA1Mjc4ODI0NzReQTJeQWpwZ15BbWU4MDQ3MzAwMjkx._V1_SX300.jpg,"In this inspirational buddy comedy, a young shut-in and his caregiver take a road trip in search of landmarks, but end up finding hope and friendship."
Movie,Bo Burnham: Make Happy,"bo burnham,christopher storer",bo burnham,United States,2016,TV-MA,"music,comedy",netflix,1.0,2074795693511572553,https://image.tmdb.org/t/p/w500/1RqDE7X2rGjxKOklweUFd2U7Vn0.jpg,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special."
Movie,The Do-Over,steven brill,"adam sandler,david spade,paula patton,kathryn hahn,nick swardson,catherine bell,michael chiklis,natasha leggero,sean astin",United States,2016,TV-MA,"action adventure,comedy",netflix,1.0,625595411949056917,https://image.tmdb.org/t/p/w500/z9VCm2E6gCAwbM2SELRawfqdXBO.jpg,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.
Movie,Ali Wong: Baby Cobra,jay karas,ali wong,United States,2016,TV-MA,comedy,netflix,1.0,9323475216984308422,https://image.tmdb.org/t/p/w500/8stTLVktSAATgFdCeaEUSh6WU2j.jpg,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible."
Movie,Team Foxcatcher,jon greenhalgh,unknown,United States,2016,TV-MA,"documentaries,sports",netflix,1.0,5193779552570801804,https://image.tmdb.org/t/p/w500/aeHMJUVHo0EgfiFaM7pyxK5k8qu.jpg,"With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz."
Movie,Patton Oswalt: Talking for Clapping,unknown,patton oswalt,United States,2016,TV-MA,comedy,netflix,1.0,15705081750005906317,https://image.tmdb.org/t/p/w500/7oCDs7Wfz7CkcuhCiSialjkFdWJ.jpg,"On stage in San Francisco, the comedian covers topics like old people getting drugs, his worst stand-up set, gay proms and a horrible birthday clown."
Movie,Hush,mike flanagan,"john gallagher jr,kate siegel,michael trucco,samantha sloyan,emma graves",United States,2016,R,"horror,thriller",netflix,1.0,5134351011880723562,https://image.tmdb.org/t/p/w500/zHzBTd502IZf60x8n2g0TB01vPF.jpg,A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears in her window.
Movie,Frank and Cindy,gj echternkamp,unknown,United States,2007,TV-MA,"documentaries,music",netflix,1.0,18236236441184531070,https://image.tmdb.org/t/p/w500/mvF839EGPWaHwC3jRkLivxvABif.jpg,"Frank was a rising pop star when he married Cindy, but decades of dashed dreams and alcoholism have left the pair struggling to find happiness."
Movie,Kung Fu Panda: Secrets of the Scroll,rodolphe guenoden,"jack black,dustin hoffman,seth rogen,david cross,lucy liu,tara macri,james hong,randall duk kim",United States,2016,TV-PG,"family,comedy",netflix,1.0,16536131320019821181,https://image.tmdb.org/t/p/w500/9LsQpFS3JOLmVfIV38oI9YHMpi.jpg,"When a twist of fate brings five unlikely animals together, they find that combining their unique kung fu styles as a team makes the perfect weapon!"
Movie,Pee-wee's Big Holiday,john lee,"paul reubens,joe manganiello,jessica pohly,alia shawkat,stephanie beatriz,brad william henke,hal landon jr,diane salinger,patrick egan,tara buck,richard riehle",United States,2016,TV-PG,"family,comedy,cult",netflix,1.0,1246734348715712365,https://image.tmdb.org/t/p/w500/k5bZS2NsgVswuThBfyJYaV6T6zu.jpg,A chance encounter with a mysterious stranger (Joe Manganiello) points Pee-wee toward his destiny – and his first-ever holiday!
Movie,Marvel Super Hero Adventures: Frost Fight!,mitch schauer,"mick wingert,matthew mercer,travis willingham,fred tatasciore,grey delisle,troy baker,antony del rio,trevor devall,kevin michael richardson,steve blum,jane singer",United States,2015,PG,"family,scifi",netflix,1.0,5977411647431946855,https://image.tmdb.org/t/p/w500/2StM8Vavf7ukvuj9mxg1o7nKxmi.jpg,"In this Christmas-themed special, Captain America and the Avengers battle Loki and Ymir, who plot to steal Santa Claus' powers and conquer the world."
TV Show,Cooked,unknown,michael pollan,United States,2016,TV-14,docuseries,netflix,1.0,13815615166433311441,https://image.tmdb.org/t/p/w500/pexFh4OZE2t5B8NuEpJ5R7KX40m.jpg,"As he tries his hand at baking, brewing and braising, acclaimed food writer Michael Pollan explores how cooking transforms food and shapes our world."
TV Show,Care Bears & Cousins,unknown,"michael sinterniklaas,michaela dean,doug erholtz,braeden fox,olivia hack,david lodge,nayo wallace,ryan wiesbrock",United States,2016,TV-Y,kids,netflix,1.0,12063193020563775199,https://image.tmdb.org/t/p/w500/cc5RtoloHYsrsMi2kL6DKdQwBWg.jpg,"The whole huggable gang is back, bringing tales of caring and sharing to a new generation. And now the Care Bear Cousins are here to join the fun!"
Movie,Hannibal Buress: Comedy Camisado,lance bangs,hannibal buress,United States,2016,TV-MA,comedy,netflix,1.0,642424401528280472,https://image.tmdb.org/t/p/w500/hUuUA4eA3aAwKOrP6JL3vcna6fg.jpg,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine."
TV Show,Turbo FAST,unknown,"reid scott,john eric bentley,amir talai,phil lamarr,grey delisle,michael patrick bell,eric bauza",United States,2016,TV-Y7,kids,netflix,1.0,324308292026332828,https://image.tmdb.org/t/p/w500/cmhFOjy47UqrOafl0oQiygcJ7oT.jpg,"Join Turbo and his posse, the Fast Action Stunt Team. Filled with comedy, action and fun, this series amps it up to the extreme."
Movie,Tom Segura: Mostly Stories,jay karas,tom segura,United States,2016,TV-MA,comedy,netflix,1.0,17438947066041213571,https://image.tmdb.org/t/p/w500/wELcQAA77XLqYL09wZH5FAMkmnU.jpg,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson."
Movie,Marco Polo: One Hundred Eyes,alik sakharov,"tom wu,benedict wong,michelle yeoh",United States,2015,TV-MA,movies,netflix,1.0,5989426278212716203,https://image.tmdb.org/t/p/w500/ppe606jyYyHYUJ0peKQfF93hsrV.jpg,A defiant warrior-monk arrives at Kublai Khan's court in chains and soon earns his tragic nickname in this 30-minute origin story.
Movie,Mike Epps: Don't Take It Personal,l frazier,mike epps,United States,2015,TV-MA,comedy,netflix,1.0,12548371139127811817,https://image.tmdb.org/t/p/w500/vcf8EmLvEhzDKkgaDcBktrgCs8x.jpg,Mike Epps tears up the stage at L.A.'s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.
Movie,The Ridiculous 6,frank coraci,"adam sandler,terry crews,jorge garcia,taylor lautner,rob schneider,luke wilson,will forte,steve zahn,harvey keitel,nick nolte,jon lovitz,whitney cummings,david spade,danny trejo,nick swardson,blake shelton,vanilla ice,julia jones,saginaw grant,lavell crawford,steve buscemi",United States,2015,TV-14,"action adventure,comedy",netflix,1.0,16658821599599286038,https://image.tmdb.org/t/p/w500/kPc80jywR5Nm2KIQjkY5i4VXSx4.jpg,"When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had."
Movie,A Very Murray Christmas,sofia coppola,"bill murray,miley cyrus,george clooney,chris rock,amy poehler,michael cera,maya rudolph,rashida jones,jason schwartzman,paul shaffer,jenny lewis,phoenix",United States,2015,TV-14,"comedy,music",netflix,1.0,15084655563566784582,https://image.tmdb.org/t/p/w500/2ir2DjNNXmMePsyc4inFa8oI23r.jpg,"Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows."
Movie,Naomi and Ely's No Kiss List,kristin hanggi,"victoria justice,pierson fode,matthew daddario,ryan ward,griffin newman,monique coleman,danny flaherty",United States,2015,TV-MA,"comedy,drama,lgbtq",netflix,1.0,15177794112475372827,https://image.tmdb.org/t/p/w500/n8DH0vkVIaJthWowgdkeacmUUs3.jpg,"Naomi and her gay best friend, Ely, have been inseparable since childhood, but their bond faces its biggest test yet when they fall for the same guy."
Movie,John Mulaney: The Comeback Kid,rhys thomas,john mulaney,United States,2015,TV-MA,comedy,netflix,1.0,16172223751681485854,https://m.media-amazon.com/images/M/MV5BMDQ3NjU0NmQtYjgyZS00MzIzLWJjNDEtMWY5YjczYjc0MTMyXkEyXkFqcGdeQXVyMjI0MjUyNTc@._V1_SX300.jpg,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton."
Movie,Manson Family Vacation,j davis,"jay duplass,linas phillips,leonora pitts,adam chernick,davieblue,suzanne ford,tobin bell",United States,2015,TV-MA,"comedy,drama,independent",netflix,1.0,14485577012528598900,https://image.tmdb.org/t/p/w500/zenlCYnD5Gg8YMXyGBFheEbM0F.jpg,"The pleasant family life of an L.A. attorney is disrupted by the sudden arrival of his brother, who is obsessed with the Charles Manson murders."
Movie,Walt Disney Animation Studios Short Films Collection,"chris buck,jennifer lee,patrick osborne,lauren macmullan,john kahrs,nathan greno,byron howard,stevie wermers,dean wellins,kevin deters,roger allers,mike gabriel,mark henn","kristen bell,josh gad,jonathan groff,idina menzel,geoffrey jones,alfre woodard,carrie harrington,tim hodge,david murray,sarah chalke,dave foley,derek richardson,betty white,zachary levi,mandy moore",United States,2015,TV-Y,family,netflix,1.0,16267657090693354372,https://m.media-amazon.com/images/M/MV5BYTdkYjkyMzgtMjQyOC00ZmNiLTg1OTAtNzJhY2MyNjlmM2M5XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,"This collection of 12 short films from Disney includes ""Frozen Fever,"" the Mickey Mouse short ""Get a Horse!"" and Oscar winners ""Paperman"" and ""Feast."""
TV Show,Hemlock Grove,eli roth,"famke janssen,landon liboiron,dougray scott,bill skarsgård,joel de la fuente,kaniehtiio horn,madeleine martin,michael andreae,penelope mitchell,freya tingley,laurie fortier,nicole boivin,ted dykstra,lili taylor,aaron douglas,kandyse mcclure,marty adams,demore barnes,madeline brewer",United States,2015,TV-MA,"horror,mystery,thriller",netflix,1.0,2966663592978496383,https://m.media-amazon.com/images/M/MV5BMjA5YWNjYzctY2FlMy00NDgxLWE3NjgtYTVhMTY5M2YwNzEyXkEyXkFqcGdeQXVyOTQxNzM2MjY@._V1_SX300.jpg,"Secrets are just a part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight."
Movie,Results,andrew bujalski,"guy pearce,cobie smulders,kevin corrigan,giovanni ribisi,anthony michael hall,brooklyn decker,constance zimmer,tishuan scott",United States,2015,R,"comedy,independent",netflix,1.0,5425452054334754088,https://image.tmdb.org/t/p/w500/5cI8s0h6m7HeUWso20DyPiFDYOj.jpg,"After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer."
Movie,Anthony Jeselnik: Thoughts and Prayers,adam dubin,anthony jeselnik,United States,2015,TV-MA,comedy,netflix,1.0,12133280708205276457,https://image.tmdb.org/t/p/w500/s257nbi40jQXFy4AyjVMT4Nhfun.jpg,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.
Movie,Beasts of No Nation,cary joji fukunaga,"idris elba,abraham attah,kurt egyiawan,jude akuwudike,emmanuel king kong nii adom quaye,ama k abebrese,kobina amissah sam,francis weddey,richard pepple",United States,2015,TV-MA,"drama,independent",netflix,1.0,11131417514724606993,https://m.media-amazon.com/images/M/MV5BMTYwMzMzMDI0NF5BMl5BanBnXkFtZTgwNDQ3NjI3NjE@._V1_SX300.jpg,"When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier."
Movie,Circle,"aaron hann,mario miscione","julie benz,mercy malick,carter jenkins,molly jackson,michael nardelli,sara sanderson,kevin sheridan,cesar garcia,lisa pelikan,zachary james rukavina,lawrence kao,jordi vilasuso,kaiwi lymanmersereau,michael mclafferty,allegra masters,autumn federici,john edward lee,matt corboy",United States,2015,TV-MA,"drama,independent,scifi",netflix,1.0,1606461292674240508,https://image.tmdb.org/t/p/w500/hbIL53MdZFJXsgxXaSOVuApWTs8.jpg,"When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared."
Movie,Anjelah Johnson: Not Fancy,jay karas,anjelah johnsonreyes,United States,2015,TV-14,comedy,netflix,1.0,12893768814481599655,https://image.tmdb.org/t/p/w500/l431LFCzhjYMEFGhMLJNLDzIgiX.jpg,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson."
Movie,Keith Richards: Under the Influence,morgan neville,keith richards,United States,2015,TV-14,"documentaries,music",netflix,1.0,16267224820468316523,https://image.tmdb.org/t/p/w500/rYyxh1SdyxBbtsdY1giLxpldMGj.jpg,"In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today."
Movie,Cowspiracy: The Sustainability Secret,"kip andersen,keegan kuhn",kip andersen,United States,2014,TV-PG,documentaries,netflix,1.0,16278773147428661720,https://image.tmdb.org/t/p/w500/5rn3jsTgqQWPQRDof3eHT3wd500.jpg,Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.
Movie,6 Years,hannah fidell,"taissa farmiga,ben rosenfield,lindsay burdge,joshua leonard,jennifer lafleur,peter vack,dana wheelernicholson,jason newman,molly mcmichael",United States,2015,TV-MA,"drama,independent,romance",netflix,1.0,11804392931673996771,https://image.tmdb.org/t/p/w500/dE9kVpWI2F5jI8LGWby5t7iFwXe.jpg,"As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future."
Movie,Demetri Martin: Live (At the Time),jay karas,demetri martin,United States,2015,TV-MA,comedy,netflix,1.0,178816922016015230,https://image.tmdb.org/t/p/w500/5I5icNRfvpMbbNboGaI8nUlSZw6.jpg,"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special."
